0 0     -3.326500e+02 2.620900e+02
42 6785     2.062800e+02 -1.724100e+02
36 6786     2.142600e+02 1.138800e+02
42 6786     2.777200e+02 1.110700e+02
36 6787     7.710001e+01 -1.452000e+02
42 6787     1.573700e+02 -1.371000e+02
36 6788     7.710001e+01 -1.452000e+02
42 6788     1.573700e+02 -1.371000e+02
36 6789     -2.312600e+02 3.945001e+01
42 6789     -1.203400e+02 3.739001e+01
36 6790     -1.943400e+02 9.131000e+01
42 6790     -8.278000e+01 8.673999e+01
37 6791     -6.354999e+01 6.384003e+01
40 6791     -2.884900e+02 7.690002e+01
37 6792     -5.332001e+01 5.919000e+01
44 6792     -1.584300e+02 6.565002e+01
37 6793     -6.003000e+01 4.689001e+01
40 6793     -2.838800e+02 5.808002e+01
46 6793     -3.389500e+02 5.894000e+01
48 6793     -3.940800e+02 6.089001e+01
37 6794     -8.223999e+01 4.101001e+01
40 6794     -3.130500e+02 5.128003e+01
37 6795     1.175000e+01 4.015002e+01
41 6795     -1.377700e+02 4.671002e+01
44 6795     -8.457999e+01 4.490997e+01
46 6795     -2.410800e+02 5.004999e+01
37 6796     1.648400e+02 3.687000e+01
41 6796     4.359000e+01 4.154999e+01
37 6797     -7.100000e+01 3.146997e+01
40 6797     -2.982900e+02 4.072998e+01
46 6797     -3.542300e+02 4.072998e+01
37 6798     -7.456000e+01 2.860999e+01
40 6798     -3.025300e+02 3.709998e+01
41 6798     -2.424300e+02 3.477002e+01
44 6798     -1.822700e+02 3.298999e+01
37 6799     -2.847000e+01 3.499756e-01
44 6799     -1.300000e+02 2.969971e+00
37 6800     3.352900e+02 -9.349976e+00
38 6800     -2.872100e+02 -6.000000e+00
44 6800     2.756200e+02 -8.140015e+00
47 6800     -3.201800e+02 -6.729980e+00
48 6800     1.587300e+02 -8.429993e+00
37 6801     1.711000e+02 -1.304999e+01
40 6801     5.299988e+00 -1.123999e+01
41 6801     4.848001e+01 -1.244000e+01
46 6801     -3.556000e+01 -1.207001e+01
37 6802     -1.237000e+02 -1.357001e+01
44 6802     -2.283600e+02 -1.225000e+01
37 6803     -1.661600e+02 -5.402002e+01
40 6803     -3.531000e+02 -5.545001e+01
37 6804     2.623100e+02 -7.781000e+01
44 6804     1.998800e+02 -7.965002e+01
37 6805     3.100000e+01 -1.887200e+02
44 6805     -2.735600e+02 -2.213700e+02
37 6806     3.308600e+02 -1.896200e+02
41 6806     5.300000e+01 -2.231400e+02
37 6807     3.637300e+02 -1.935100e+02
41 6807     8.304999e+01 -2.287300e+02
37 6808     -4.910004e+00 3.428998e+01
40 6808     -2.122800e+02 4.328003e+01
37 6809     1.506500e+02 -3.712000e+01
41 6809     4.110001e+01 -3.863000e+01
37 6810     1.506500e+02 -3.712000e+01
41 6810     4.110001e+01 -3.863000e+01
37 6811     1.445001e+01 -4.238000e+01
41 6811     -1.193800e+02 -4.442999e+01
37 6812     -7.603000e+01 -7.062000e+01
44 6812     -1.752900e+02 -7.241998e+01
37 6813     3.381100e+02 -3.039100e+02
41 6813     -2.500400e+02 -4.263400e+02
37 6814     9.447000e+01 7.934003e+01
44 6814     1.400000e+01 8.629999e+01
37 6815     2.215200e+02 4.215997e+01
41 6815     -9.251001e+01 5.762000e+01
37 6816     -3.414999e+01 -8.350000e+01
40 6816     -2.473500e+02 -9.008002e+01
46 6816     -3.009100e+02 -9.295001e+01
48 6816     -3.537800e+02 -9.385999e+01
37 6817     1.544000e+01 -1.467000e+02
44 6817     -2.559800e+02 -1.633400e+02
37 6818     9.409000e+01 7.879999e+01
44 6818     1.309000e+01 8.507001e+01
37 6819     1.515600e+02 3.167999e+01
41 6819     2.745001e+01 3.557001e+01
37 6820     2.597000e+01 -4.087000e+01
44 6820     -5.992999e+01 -4.132001e+01
37 6821     3.691200e+02 -8.003998e+01
38 6821     -2.529700e+02 -7.245001e+01
41 6821     2.835300e+02 -8.433002e+01
47 6821     -2.794800e+02 -8.040997e+01
37 6822     2.192200e+02 -3.448999e+01
41 6822     1.092400e+02 -3.714001e+01
44 6822     1.469700e+02 -3.612000e+01
38 6823     -3.506100e+02 2.541998e+01
40 6823     1.509400e+02 2.084998e+01
48 6823     8.785999e+01 2.184998e+01
38 6824     -3.508800e+02 2.144000e+01
40 6824     1.508600e+02 1.739001e+01
41 6824     1.850800e+02 1.539001e+01
46 6824     1.192000e+02 1.728998e+01
48 6824     8.764001e+01 1.813000e+01
38 6825     -1.978900e+02 3.400024e+00
40 6825     3.391400e+02 2.239990e+00
47 6825     -2.148400e+02 1.049988e+00
38 6826     -2.328900e+02 1.559998e+00
40 6826     2.781100e+02 1.700012e+00
46 6826     2.511900e+02 9.500122e-01
38 6827     -2.168200e+02 -6.640015e+00
40 6827     3.089500e+02 -9.349976e+00
44 6827     3.613800e+02 -8.559998e+00
46 6827     2.862300e+02 -9.330017e+00
47 6827     -2.364300e+02 -7.630005e+00
48 6827     2.657300e+02 -1.012000e+01
38 6828     -2.816400e+02 3.233002e+01
41 6828     2.501200e+02 3.062000e+01
38 6829     -1.848400e+02 1.438000e+01
41 6829     3.793500e+02 1.846002e+01
38 6830     -1.417300e+02 -9.794000e+01
40 6830     3.250500e+02 -1.617900e+02
38 6831     -3.730700e+02 -2.994000e+01
40 6831     1.374500e+02 -2.938000e+01
44 6831     2.030600e+02 -2.890002e+01
46 6831     1.079900e+02 -3.096002e+01
48 6831     7.856000e+01 -3.126001e+01
38 6832     -2.402900e+02 -7.138000e+01
41 6832     3.015200e+02 -8.504999e+01
38 6833     -3.202700e+02 -8.589001e+01
41 6833     2.117300e+02 -8.603003e+01
44 6833     2.441900e+02 -8.334003e+01
47 6833     -3.604300e+02 -9.615002e+01
38 6834     -2.931600e+02 3.787000e+01
41 6834     2.378700e+02 3.527002e+01
44 6834     2.698900e+02 3.526001e+01
47 6834     -3.279900e+02 4.153998e+01
38 6835     -3.425200e+02 4.219971e+00
40 6835     1.582400e+02 1.049988e+00
46 6835     1.272200e+02 5.999756e-01
38 6836     -2.700900e+02 -7.438000e+01
41 6836     2.649800e+02 -8.263000e+01
44 6836     2.940400e+02 -7.996997e+01
38 6837     -2.616300e+02 -8.890002e+01
41 6837     2.417300e+02 -1.037400e+02
44 6837     3.048500e+02 -9.700000e+01
47 6837     -3.258500e+02 -1.085400e+02
38 6838     -3.726200e+02 -2.107001e+01
41 6838     1.700100e+02 -2.202002e+01
44 6838     2.032700e+02 -2.094000e+01
38 6839     -2.422500e+02 -1.107001e+01
40 6839     2.685200e+02 -1.407001e+01
41 6839     2.967000e+02 -1.541998e+01
46 6839     2.435600e+02 -1.521997e+01
47 6839     -2.675400e+02 -1.288000e+01
48 6839     2.198000e+02 -1.529999e+01
39 6840     -1.120800e+02 2.629600e+02
43 6840     -1.303900e+02 2.865200e+02
39 6841     -2.168100e+02 5.712000e+01
43 6841     -2.495600e+02 6.414001e+01
39 6842     -1.636400e+02 4.009998e+01
43 6842     -1.852600e+02 4.335999e+01
45 6842     -1.428200e+02 3.557001e+01
39 6843     -2.353600e+02 3.181000e+01
43 6843     -2.724700e+02 3.634998e+01
45 6843     -2.019900e+02 2.681000e+01
39 6844     -1.689600e+02 2.794000e+01
43 6844     -1.917600e+02 3.070001e+01
39 6845     1.042900e+02 -9.866998e+01
43 6845     1.097700e+02 -1.119700e+02
39 6846     1.032600e+02 -1.086600e+02
43 6846     1.090300e+02 -1.239500e+02
39 6847     1.084500e+02 -1.101400e+02
43 6847     1.156100e+02 -1.267900e+02
45 6847     1.044500e+02 -9.970001e+01
39 6848     1.084500e+02 -1.101400e+02
43 6848     1.156100e+02 -1.267900e+02
39 6849     1.192800e+02 -1.107000e+02
43 6849     1.275500e+02 -1.268100e+02
39 6850     -2.338700e+02 4.689001e+01
43 6850     -2.706300e+02 5.308002e+01
39 6851     -2.286200e+02 4.209003e+01
43 6851     -2.641900e+02 4.710999e+01
39 6852     -2.286200e+02 4.209003e+01
43 6852     -2.641900e+02 4.710999e+01
45 6852     -1.972300e+02 3.623999e+01
39 6853     -2.249400e+02 4.073999e+01
43 6853     -2.589900e+02 4.521002e+01
45 6853     -1.940900e+02 3.526001e+01
39 6854     -2.237700e+02 3.315002e+01
43 6854     -2.565000e+02 3.684998e+01
45 6854     -1.937600e+02 2.859003e+01
39 6855     -2.364100e+02 -5.909998e+01
43 6855     -2.771600e+02 -6.652002e+01
39 6856     1.140600e+02 -1.062100e+02
43 6856     1.207500e+02 -1.207300e+02
45 6856     1.099200e+02 -9.678998e+01
39 6857     1.962000e+02 2.048500e+02
43 6857     2.026700e+02 2.185500e+02
45 6857     1.921600e+02 1.888400e+02
39 6858     -1.677700e+02 2.346997e+01
43 6858     -1.904500e+02 2.566998e+01
39 6859     -1.629700e+02 -1.540997e+01
43 6859     -1.850200e+02 -1.684998e+01
39 6860     -2.402700e+02 -6.269000e+01
43 6860     -2.823200e+02 -7.028998e+01
39 6861     -7.276001e+01 -6.791998e+01
43 6861     -9.229999e+01 -7.659998e+01
39 6862     -2.468500e+02 1.359998e+01
43 6862     -2.873000e+02 1.675000e+01
40 6863     3.036300e+02 3.894300e+02
41 6863     3.364800e+02 3.782800e+02
40 6864     -6.457999e+01 1.855300e+02
41 6864     -1.598001e+01 1.796700e+02
40 6865     -2.588300e+02 7.350000e+01
41 6865     -2.011500e+02 6.956000e+01
46 6865     -3.125500e+02 7.456000e+01
48 6865     -3.665000e+02 7.704999e+01
40 6866     -2.588300e+02 7.350000e+01
41 6866     -2.011500e+02 6.956000e+01
46 6866     -3.125500e+02 7.456000e+01
48 6866     -3.665000e+02 7.704999e+01
40 6867     -2.527200e+02 7.313000e+01
44 6867     -1.392000e+02 6.689001e+01
46 6867     -3.062600e+02 7.446002e+01
40 6868     -2.527200e+02 7.313000e+01
44 6868     -1.392000e+02 6.689001e+01
46 6868     -3.062600e+02 7.446002e+01
48 6868     -3.598900e+02 7.683002e+01
40 6869     -5.732999e+01 7.313000e+01
41 6869     -1.289999e+01 7.017999e+01
48 6869     -1.417700e+02 7.721002e+01
40 6870     -2.663600e+02 6.885999e+01
41 6870     -2.083800e+02 6.546002e+01
46 6870     -3.207800e+02 7.012000e+01
48 6870     -3.749400e+02 7.245001e+01
40 6871     -3.014600e+02 6.571997e+01
41 6871     -2.411900e+02 6.172998e+01
46 6871     -3.579000e+02 6.665002e+01
40 6872     -2.023200e+02 6.594000e+01
41 6872     -1.481700e+02 6.244000e+01
46 6872     -2.533800e+02 6.709998e+01
40 6873     -2.121900e+02 6.481000e+01
41 6873     -1.574300e+02 6.115997e+01
46 6873     -2.638300e+02 6.477002e+01
40 6874     -6.487000e+01 6.465002e+01
41 6874     -1.888000e+01 6.121002e+01
46 6874     -1.081300e+02 6.558002e+01
40 6875     -2.989200e+02 6.333002e+01
41 6875     -2.386900e+02 6.000000e+01
40 6876     -3.102900e+02 6.284998e+01
41 6876     -2.491200e+02 5.932001e+01
46 6876     -3.671100e+02 6.406000e+01
40 6877     -2.963400e+02 6.066998e+01
41 6877     -2.362100e+02 5.733002e+01
40 6878     -2.937800e+02 5.815002e+01
41 6878     -2.339300e+02 5.495001e+01
44 6878     -1.750700e+02 5.303003e+01
46 6878     -3.496500e+02 5.912000e+01
48 6878     -4.052400e+02 6.129999e+01
40 6879     -3.069700e+02 5.556000e+01
41 6879     -2.460500e+02 5.259003e+01
40 6880     -3.069700e+02 5.556000e+01
41 6880     -2.460500e+02 5.259003e+01
40 6881     -2.857400e+02 5.558002e+01
41 6881     -2.263400e+02 5.253998e+01
44 6881     -1.678900e+02 5.041998e+01
46 6881     -3.412200e+02 5.659998e+01
48 6881     -3.964200e+02 5.887000e+01
40 6882     -2.857400e+02 5.558002e+01
41 6882     -2.263400e+02 5.253998e+01
44 6882     -1.678900e+02 5.041998e+01
46 6882     -3.412200e+02 5.659998e+01
48 6882     -3.964200e+02 5.887000e+01
40 6883     -2.991800e+02 5.352002e+01
41 6883     -2.389900e+02 5.051001e+01
44 6883     -1.797100e+02 4.872998e+01
46 6883     -3.554200e+02 5.448999e+01
40 6884     -2.829600e+02 5.291998e+01
41 6884     -2.237300e+02 4.996002e+01
46 6884     -3.382600e+02 5.375000e+01
48 6884     -3.932500e+02 5.564001e+01
40 6885     -2.829600e+02 5.291998e+01
41 6885     -2.237300e+02 4.996002e+01
46 6885     -3.382600e+02 5.375000e+01
48 6885     -3.932500e+02 5.564001e+01
40 6886     -2.665600e+02 5.206000e+01
41 6886     -2.084400e+02 4.902002e+01
46 6886     -3.211900e+02 5.287000e+01
48 6886     -3.755000e+02 5.496997e+01
40 6887     -6.251001e+01 5.208002e+01
41 6887     -1.667001e+01 4.891998e+01
40 6888     -1.923900e+02 5.004999e+01
41 6888     -1.377700e+02 4.671002e+01
46 6888     -2.410800e+02 5.004999e+01
40 6889     -3.563500e+02 4.904999e+01
44 6889     -2.276900e+02 4.453998e+01
40 6890     -3.286700e+02 4.685999e+01
41 6890     -2.665100e+02 4.358002e+01
40 6891     -3.286700e+02 4.685999e+01
41 6891     -2.665100e+02 4.358002e+01
40 6892     -1.061100e+02 4.603998e+01
41 6892     -5.794000e+01 4.337000e+01
46 6892     -1.518900e+02 4.695001e+01
48 6892     -1.978300e+02 4.876001e+01
40 6893     -3.463400e+02 4.559998e+01
41 6893     -2.830000e+02 4.296997e+01
44 6893     -2.210300e+02 4.100000e+01
46 6893     -4.051200e+02 4.635999e+01
40 6894     -3.003600e+02 4.471997e+01
44 6894     -1.805700e+02 4.007001e+01
40 6895     -3.003600e+02 4.471997e+01
44 6895     -1.805700e+02 4.007001e+01
40 6896     -6.206000e+01 4.178003e+01
44 6896     2.894000e+01 3.871002e+01
40 6897     -3.010700e+02 3.960999e+01
41 6897     -2.409500e+02 3.692999e+01
44 6897     -1.814200e+02 3.541998e+01
46 6897     -3.573500e+02 4.015002e+01
40 6898     -2.779500e+02 3.871997e+01
41 6898     -2.190100e+02 3.714001e+01
46 6898     -3.329500e+02 3.909003e+01
48 6898     -3.879800e+02 4.098999e+01
40 6899     -1.209000e+01 3.891998e+01
44 6899     7.492001e+01 3.601001e+01
48 6899     -9.503000e+01 4.109003e+01
40 6900     -2.828800e+02 3.848999e+01
41 6900     -2.239600e+02 3.521002e+01
48 6900     -3.940200e+02 3.953003e+01
40 6901     -2.932300e+02 3.714001e+01
41 6901     -2.333400e+02 3.476001e+01
46 6901     -3.490100e+02 3.877002e+01
48 6901     -4.050400e+02 3.926001e+01
40 6902     -2.623100e+02 3.597998e+01
41 6902     -2.043900e+02 3.378998e+01
44 6902     -1.474300e+02 3.213000e+01
46 6902     -3.168000e+02 3.721997e+01
48 6902     -3.708200e+02 3.866998e+01
40 6903     -2.993800e+02 2.679999e+01
41 6903     -2.592000e+02 2.481000e+01
40 6904     3.035100e+02 2.621997e+01
44 6904     3.571300e+02 2.476001e+01
47 6904     -2.398400e+02 2.247998e+01
40 6905     2.539000e+02 -8.919983e+00
41 6905     2.825000e+02 -9.780029e+00
46 6905     2.284900e+02 -9.729980e+00
40 6906     2.539000e+02 -8.919983e+00
41 6906     2.825000e+02 -9.780029e+00
46 6906     2.284900e+02 -9.729980e+00
47 6906     -2.807000e+02 -7.270020e+00
40 6907     3.463800e+02 -2.085999e+01
41 6907     3.773200e+02 -2.189001e+01
48 6907     2.864600e+02 -2.246002e+01
40 6908     -3.789100e+02 -2.351001e+01
44 6908     -2.596000e+02 -2.376001e+01
40 6909     -1.800200e+02 -6.742999e+01
41 6909     -1.323300e+02 -6.710999e+01
40 6910     1.316900e+02 -7.209998e+01
41 6910     1.640700e+02 -7.162000e+01
40 6911     1.800600e+02 -7.683002e+01
41 6911     2.118500e+02 -7.662000e+01
46 6911     1.503500e+02 -7.885999e+01
40 6912     1.346900e+02 -9.371997e+01
41 6912     1.670900e+02 -9.296002e+01
40 6913     1.346900e+02 -9.371997e+01
41 6913     1.670900e+02 -9.296002e+01
40 6914     -3.303100e+02 -9.721997e+01
41 6914     -2.736400e+02 -9.540997e+01
40 6915     -3.935000e+02 -1.414200e+02
41 6915     -2.370400e+02 -1.350500e+02
40 6916     -3.272600e+02 -1.667400e+02
41 6916     -1.419900e+02 -1.551900e+02
40 6917     -5.310999e+01 -1.743700e+02
44 6917     1.662500e+02 -1.553900e+02
40 6918     2.830500e+02 -2.827100e+02
44 6918     3.262300e+02 -2.729900e+02
40 6919     2.244700e+02 -3.483000e+02
41 6919     3.509500e+02 -3.195000e+02
40 6920     2.603700e+02 4.504400e+02
41 6920     2.942800e+02 4.380100e+02
40 6921     2.654600e+02 4.406400e+02
41 6921     2.982600e+02 4.276500e+02
40 6922     2.884700e+02 4.039900e+02
41 6922     3.201900e+02 3.923100e+02
44 6922     3.545600e+02 3.858500e+02
40 6923     3.098100e+02 3.882700e+02
41 6923     3.429400e+02 3.773500e+02
46 6923     2.829800e+02 3.998700e+02
40 6924     -1.596600e+02 2.593500e+02
41 6924     -8.810999e+01 2.465400e+02
40 6925     -2.837200e+02 7.300000e+01
41 6925     -2.246200e+02 6.913000e+01
46 6925     -3.391700e+02 7.428998e+01
40 6926     -1.809998e+00 4.544000e+01
44 6926     8.353000e+01 4.195001e+01
46 6926     -4.244000e+01 4.606000e+01
40 6927     -3.173400e+02 4.385999e+01
44 6927     -1.953000e+02 3.863000e+01
40 6928     -2.782800e+02 4.358002e+01
41 6928     -2.194400e+02 4.083002e+01
40 6929     3.005900e+02 2.907001e+01
41 6929     3.269500e+02 2.702002e+01
47 6929     -2.427200e+02 2.528998e+01
40 6930     -2.156100e+02 1.915997e+01
41 6930     -1.601000e+02 1.688000e+01
46 6930     -2.677000e+02 1.963000e+01
40 6931     3.100200e+02 1.075000e+01
44 6931     3.628200e+02 9.469971e+00
46 6931     2.876500e+02 1.038000e+01
48 6931     2.665700e+02 1.107001e+01
40 6932     -3.456500e+02 -1.290997e+01
41 6932     -2.885800e+02 -1.390997e+01
46 6932     -3.993600e+02 -1.365002e+01
40 6933     2.027800e+02 -6.733002e+01
41 6933     2.325200e+02 -6.720001e+01
40 6934     1.746700e+02 -7.308002e+01
41 6934     2.065900e+02 -7.314001e+01
46 6934     1.458700e+02 -7.570001e+01
48 6934     1.172400e+02 -7.739001e+01
40 6935     2.531900e+02 -8.360999e+01
41 6935     2.812100e+02 -8.297998e+01
44 6935     3.113200e+02 -8.029999e+01
48 6935     2.034000e+02 -8.845001e+01
40 6936     -5.195001e+01 -1.710500e+02
41 6936     6.285001e+01 -1.622000e+02
44 6936     1.675000e+02 -1.526500e+02
46 6936     -1.759100e+02 -1.817800e+02
40 6937     2.648999e+01 -2.578800e+02
41 6937     1.486900e+02 -2.414600e+02
44 6937     2.577000e+02 -2.245800e+02
46 6937     -1.080800e+02 -2.777000e+02
48 6937     -2.668100e+02 -2.973200e+02
40 6938     2.648999e+01 -2.578800e+02
41 6938     1.486900e+02 -2.414600e+02
44 6938     2.577000e+02 -2.245800e+02
46 6938     -1.080800e+02 -2.777000e+02
48 6938     -2.668100e+02 -2.973200e+02
40 6939     -2.931100e+02 -3.406500e+02
41 6939     -9.616000e+01 -3.099900e+02
40 6940     1.958000e+02 -3.529900e+02
41 6940     3.225300e+02 -3.252300e+02
40 6941     2.595700e+02 4.306200e+02
41 6941     2.922100e+02 4.183100e+02
48 6941     2.037200e+02 4.585900e+02
40 6942     3.005800e+02 4.221200e+02
41 6942     3.329700e+02 4.100600e+02
40 6943     2.851600e+02 4.007500e+02
44 6943     3.515200e+02 3.813400e+02
40 6944     -5.682001e+01 9.498001e+01
41 6944     -1.197000e+01 9.110001e+01
40 6945     -2.903000e+02 7.503998e+01
41 6945     -2.305300e+02 7.140997e+01
46 6945     -3.459900e+02 7.638000e+01
48 6945     -4.012100e+02 7.894000e+01
40 6946     3.072600e+02 2.865997e+01
41 6946     3.335500e+02 2.657001e+01
47 6946     -2.370800e+02 2.451001e+01
40 6947     -2.211200e+02 4.359985e+00
41 6947     -1.650900e+02 2.770020e+00
40 6948     2.699400e+02 -9.090027e+00
41 6948     2.974900e+02 -1.019000e+01
47 6948     -2.666500e+02 -8.070007e+00
40 6949     2.565200e+02 -1.653998e+01
41 6949     2.852600e+02 -1.757001e+01
40 6950     1.378700e+02 -2.062000e+01
41 6950     1.699600e+02 -2.171997e+01
44 6950     2.031600e+02 -2.060999e+01
40 6951     2.795800e+02 -3.266998e+01
41 6951     3.053800e+02 -3.334003e+01
46 6951     2.573700e+02 -3.420001e+01
47 6951     -2.592200e+02 -2.939001e+01
40 6952     1.371900e+02 -8.623999e+01
41 6952     1.694900e+02 -8.506000e+01
40 6953     1.371200e+02 -8.959003e+01
41 6953     1.694500e+02 -8.884998e+01
40 6954     -3.290200e+02 -1.085000e+02
41 6954     -2.728300e+02 -1.067100e+02
40 6955     -5.694000e+01 1.015600e+02
41 6955     -1.095001e+01 9.769000e+01
40 6956     -4.048999e+01 6.745001e+01
44 6956     4.839001e+01 6.245001e+01
40 6957     1.195900e+02 4.784003e+01
41 6957     1.411800e+02 4.601001e+01
46 6957     1.011400e+02 4.758002e+01
48 6957     8.376001e+01 4.842999e+01
40 6958     1.927900e+02 -2.119000e+01
41 6958     2.222100e+02 -2.206000e+01
40 6959     -1.059998e+00 -6.432001e+01
44 6959     7.601001e+01 -6.203998e+01
40 6960     -2.599300e+02 -2.974000e+02
41 6960     -8.106000e+01 -2.731000e+02
40 6961     1.883200e+02 -3.509900e+02
41 6961     3.148900e+02 -3.225800e+02
40 6962     2.654300e+02 4.823100e+02
41 6962     2.989700e+02 4.691600e+02
44 6962     3.349200e+02 4.624700e+02
46 6962     2.360100e+02 4.951500e+02
48 6962     2.082000e+02 5.126400e+02
40 6963     2.762400e+02 3.967300e+02
41 6963     3.082100e+02 3.849300e+02
46 6963     2.471300e+02 4.061000e+02
40 6964     5.790009e+00 6.772998e+01
41 6964     4.869000e+01 6.448999e+01
44 6964     9.162000e+01 6.276001e+01
46 6964     -3.498001e+01 6.915002e+01
48 6964     -7.632001e+01 7.163000e+01
40 6965     -1.673200e+02 7.919983e+00
41 6965     -9.510001e+01 5.469971e+00
40 6966     -1.673200e+02 7.919983e+00
41 6966     -9.510001e+01 5.469971e+00
40 6967     1.460900e+02 -2.213000e+01
41 6967     1.784400e+02 -2.290997e+01
46 6967     1.163200e+02 -2.379999e+01
48 6967     8.788000e+01 -2.398999e+01
40 6968     2.606800e+02 -6.523999e+01
44 6968     3.181100e+02 -6.303003e+01
40 6969     1.780400e+02 -7.787000e+01
41 6969     2.097100e+02 -7.784003e+01
44 6969     2.421300e+02 -7.439001e+01
40 6970     2.552300e+02 -9.460999e+01
41 6970     2.837400e+02 -9.183002e+01
40 6971     -5.339999e+01 -1.232100e+02
41 6971     5.676999e+01 -1.180500e+02
46 6971     -1.692200e+02 -1.286500e+02
48 6971     -3.010100e+02 -1.337200e+02
40 6972     -3.810999e+01 -1.239900e+02
41 6972     7.219000e+01 -1.192300e+02
46 6972     -1.555300e+02 -1.312000e+02
48 6972     -2.881100e+02 -1.373100e+02
40 6973     2.007800e+02 -3.459500e+02
41 6973     3.275800e+02 -3.186600e+02
40 6974     -1.536800e+02 4.916400e+02
41 6974     -8.301001e+01 4.683600e+02
40 6975     -7.706000e+01 1.483300e+02
41 6975     -3.451999e+01 1.415300e+02
40 6976     -7.460001e+01 5.109003e+01
41 6976     -2.642001e+01 4.900000e+01
44 6976     1.760001e+01 4.727002e+01
46 6976     -1.180800e+02 5.233002e+01
48 6976     -1.629400e+02 5.389001e+01
40 6977     1.072900e+02 -5.757001e+01
41 6977     1.409800e+02 -5.634998e+01
40 6978     3.139200e+02 -6.103003e+01
44 6978     3.632000e+02 -5.839001e+01
40 6979     8.139001e+01 -6.314001e+01
41 6979     1.182000e+02 -6.423999e+01
44 6979     1.560800e+02 -6.170001e+01
46 6979     4.614001e+01 -6.562000e+01
48 6979     1.150000e+01 -6.557001e+01
40 6980     1.166800e+02 -1.349800e+02
41 6980     1.865800e+02 -1.275900e+02
40 6981     3.096100e+02 3.975500e+02
41 6981     3.422000e+02 3.856000e+02
46 6981     2.825300e+02 4.085300e+02
40 6982     3.096100e+02 3.975500e+02
41 6982     3.422000e+02 3.856000e+02
46 6982     2.825300e+02 4.085300e+02
48 6982     2.573200e+02 4.225900e+02
40 6983     5.235001e+01 -1.227002e+01
41 6983     9.244000e+01 -1.313000e+01
46 6983     1.460001e+01 -1.396997e+01
48 6983     -2.414001e+01 -1.451001e+01
40 6984     2.104500e+02 -3.598500e+02
41 6984     3.374700e+02 -3.307600e+02
40 6985     3.006400e+02 4.451900e+02
41 6985     3.358100e+02 4.322500e+02
40 6986     2.712200e+02 4.329000e+02
41 6986     3.045500e+02 4.215600e+02
46 6986     2.432700e+02 4.440600e+02
48 6986     2.179600e+02 4.610300e+02
40 6987     1.195800e+02 -6.441998e+01
41 6987     1.532800e+02 -6.228003e+01
46 6987     8.963000e+01 -6.708002e+01
48 6987     5.960001e+01 -6.846002e+01
40 6988     -5.353000e+01 4.546997e+01
41 6988     -8.329987e+00 4.331000e+01
44 6988     3.648001e+01 4.215997e+01
46 6988     -9.632001e+01 4.595001e+01
40 6989     2.483400e+02 -9.154999e+01
41 6989     2.773900e+02 -8.969000e+01
47 6989     -2.849500e+02 -8.613000e+01
40 6990     2.692800e+02 4.532000e+02
41 6990     3.013100e+02 4.393400e+02
44 6990     3.378700e+02 4.334200e+02
46 6990     2.393300e+02 4.641700e+02
48 6990     2.110800e+02 4.809200e+02
40 6991     2.826000e+02 4.130600e+02
41 6991     3.144000e+02 4.009200e+02
46 6991     2.546700e+02 4.239000e+02
48 6991     2.286200e+02 4.399800e+02
40 6992     2.702000e+02 -3.034003e+01
44 6992     3.275600e+02 -3.001001e+01
40 6993     -4.357999e+01 8.390997e+01
41 6993     5.599976e-01 8.073999e+01
46 6993     -8.748999e+01 8.403003e+01
48 6993     -1.327200e+02 8.403003e+01
40 6994     7.759000e+01 5.971997e+01
41 6994     1.144300e+02 5.708002e+01
40 6995     -1.256800e+02 1.957001e+01
41 6995     -5.945001e+01 1.725000e+01
40 6996     2.574300e+02 1.798999e+01
41 6996     2.940200e+02 1.390997e+01
40 6997     5.731000e+01 -5.192999e+01
41 6997     9.578000e+01 -5.028003e+01
44 6997     1.345800e+02 -4.859998e+01
46 6997     2.101001e+01 -5.378998e+01
48 6997     -1.529001e+01 -5.506000e+01
40 6998     2.459000e+01 -2.283300e+02
41 6998     1.438700e+02 -2.122200e+02
41 6999     -1.935001e+01 1.761300e+02
44 6999     2.792001e+01 1.724000e+02
41 7000     -2.162000e+02 6.808002e+01
44 7000     -1.584300e+02 6.565002e+01
46 7000     -3.298000e+02 7.307001e+01
48 7000     -3.844400e+02 7.546997e+01
41 7001     -2.219600e+02 6.696002e+01
44 7001     -1.640100e+02 6.453998e+01
46 7001     -3.365300e+02 7.163000e+01
48 7001     -3.912400e+02 7.428003e+01
41 7002     -2.219600e+02 6.696002e+01
44 7002     -1.640100e+02 6.453998e+01
46 7002     -3.365300e+02 7.163000e+01
48 7002     -3.912400e+02 7.428003e+01
41 7003     -2.389900e+02 5.051001e+01
44 7003     -1.797100e+02 4.872998e+01
46 7003     -3.554200e+02 5.448999e+01
41 7004     -2.753900e+02 4.556000e+01
44 7004     -2.136300e+02 4.379999e+01
41 7005     -2.857800e+02 4.508002e+01
44 7005     -2.233600e+02 4.319000e+01
41 7006     -2.482900e+02 4.263000e+01
44 7006     -1.880000e+02 4.052002e+01
41 7007     -2.304600e+02 3.614001e+01
44 7007     -1.718700e+02 3.384998e+01
46 7007     -3.462000e+02 3.941998e+01
48 7007     -4.017000e+02 4.152002e+01
41 7008     -2.043900e+02 3.378998e+01
44 7008     -1.474300e+02 3.213000e+01
46 7008     -3.168000e+02 3.721997e+01
48 7008     -3.708200e+02 3.866998e+01
